id,category,trial,answer,pred,response
KIIP_society_195,Society,0,C,C,"### ANSWER  
C"
KIIP_society_196,Society,0,A,A,"### ANSWER
A"
KIIP_society_197,Society,0,D,D,"### Reasoning
In South Korea's education system, 교육청 (Provincial/Metropolitan Education Office) serves as a local administrative body. Its primary role, as defined by the Education Act, is to oversee and manage educational affairs within its designated region. This includes tasks like teacher assignments, school administration, and implementation of national policies—but the core function is broadly handling regional education matters. Option D directly states ""각지역의 교육에 관한 일을 맡아 보는 것"" (handling regional education affairs), which encompasses the main mandate. While options A, B, and C are specific duties, they fall under this broader responsibility.

### ANSWER
D"
KIIP_society_198,Society,0,B,B,"### ANSWER
B"
KIIP_economy_5,Economy,0,C,C,"### Reasoning
The question asks which industry began developing in South Korea from the 1970s. Historically, South Korea's economic development strategy shifted in the 1970s under President Park Chung-hee toward **heavy and chemical industries (중화학 공업)** to build a stronger industrial base. This included steel, shipbuilding, and chemicals, supported by government policies like the ""Heavy Chemical Industry Promotion Plan."" Light industry (B) grew earlier in the 1960s, agriculture (A) was dominant pre-1960s, and services (D) expanded later.

### ANSWER  
C"
KIIP_economy_6,Economy,0,B,B,"### Reasoning
The question asks about the main pillar industries of South Korea's economy in the 2010s. Historically, South Korea transitioned from agriculture to industrialization, with manufacturing (especially electronics, automobiles, and shipbuilding) being dominant. By the 2010s, the service sector had also grown significantly, contributing a large portion of GDP alongside manufacturing. Choice A (agriculture and forestry) is incorrect as these sectors are minor. Choice C focuses on light and heavy chemical industries, which were prominent in earlier decades but not the primary dual pillars in the 2010s. Choice D (mining and energy) is inaccurate as South Korea relies on imports for energy and has limited mining. Choice B correctly identifies manufacturing and services as the core industries during that period.

### ANSWER  
B"
KIIP_economy_7,Economy,0,B,B,"### ANSWER  
B"
KIIP_economy_8,Economy,0,A,A,"### ANSWER  
A"
KIIP_society_199,Society,0,A,A,"### ANSWER  
A"
KIIP_society_200,Society,0,A,A,"### ANSWER
A"
KIIP_society_201,Society,0,B,B,"### Reasoning
가정통신문은 학교가 부모님께 중요한 공지사항, 행사 일정, 학교 생활 관련 지침 등을 전달하기 위해 배포하는 문서입니다. 따라서 가장 핵심적인 이유는 학교에서 부모에게 전달하는 중요한 내용을 확인하기 위함입니다. 다른 선택지(날씨 정보, 식단, 성적표)는 가정통신문의 일부 내용일 수 있지만, 주된 목적은 아닙니다.

### ANSWER  
B"
KIIP_society_202,Society,0,A,A,"### ANSWER  
A"
KIIP_tradition_90,Tradition,0,A,A,"### ANSWER  
A"
KIIP_tradition_91,Tradition,0,B,B,"### ANSWER  
B"
KIIP_tradition_92,Tradition,0,A,A,"### ANSWER  
A"
KIIP_tradition_93,Tradition,0,D,D,"### ANSWER
D"
KHB_66_11,History,0,B,B,"### ANSWER  
B"
KHB_66_12,History,0,D,B,"### ANSWER  
B"
KHB_66_13,History,0,C,B,"### Reasoning
The passage describes a cultural heritage that was created to repel Mongol invasions and was moved from Ganghwa Island to Haeinsa Temple. The event ""Jeongdaebulsa"" involves carrying this heritage on the head. Historically, the **Palmandaejanggyeongpan (팔만대장경판)** refers to the 80,000 wooden printing blocks of the Tripitaka Koreana, carved during the Mongol invasions (13th century) for protective and religious purposes. These blocks were originally carved on Ganghwa Island and later transferred to Haeinsa, where they remain today. This matches the description perfectly. The other options do not fit:  
- **A (초조대장경)**: The first Tripitaka Koreana, destroyed by fire; not the one at Haeinsa.  
- **C (직지심체요절)**: A single printed book, not a large collection moved from Ganghwa.  
- **D (무구정광대다라니경)**: An early printed sutra, unrelated to the Mongol invasion context or Haeinsa's collection.  

Thus, **B** is correct.

### ANSWER  
B"
KHB_66_14,History,0,A,C,"### ANSWER  
C"
PSAT_20_8,Law,0,D,C,"### ANSWER
C"
PSAT_20_9,Law,0,B,B,"### Reasoning
The question asks which statement about occupational freedom (직업의 자유) in Korean law is **incorrect**.  
- **Option A** correctly describes that occupational freedom includes business and corporate freedom, allowing free competition. This aligns with constitutional principles (e.g., freedom to engage in economic activities).  
- **Option B** claims occupational freedom includes the right to *demand* a desired job or protection for an existing job. However, occupational freedom in Korean law guarantees the *right to choose* an occupation (negative liberty), **not** a positive right to have a specific job provided or guaranteed job security. This misrepresents the scope of the right, making it incorrect.  
- **Option C** accurately links 공무담임권 (right to hold public office) as a specific manifestation of occupational freedom for public sector roles, which is supported by legal interpretation.  
- **Option D** reflects a real constitutional court ruling (e.g., 2010 decision) that restricting dual-licensed medical professionals to one type of clinic violates occupational freedom. This statement is correct.  

Thus, **B** is the only option with an inaccurate description.

### ANSWER  
B"
PSAT_20_10,Law,0,C,A,"### Reasoning
The question asks which statement about 권한쟁의심판 (constitutional complaint adjudication) is incorrect.  

- **Option A** states the claim must be filed within 60 days of awareness or 180 days from occurrence. However, under South Korea’s *Constitutional Court Act* (Article 70), the correct period is **30 days from awareness** and **within 6 months (180 days)** from the occurrence. Thus, ""60 days"" is inaccurate, making this statement incorrect.  
- **Option B** correctly describes that 권한쟁의심판 requires at least 7 judges and decisions are made by majority vote of participating judges in the final hearing.  
- **Option C** is correct: Cancellation of a disposition by the Constitutional Court generally has retroactive effect, invalidating prior legal consequences for the other party.  
- **Option D** is correct: The Court may provisionally suspend the effect of a disposition until the final ruling.  

Therefore, the only incorrect statement is **A**.

### ANSWER  
A"
PSAT_20_11,Law,0,C,,[EMPTY_RESPONSE]
KIIP_society_203,Society,0,A,A,"### ANSWER  
A"
KIIP_society_204,Society,0,C,C,"### ANSWER  
C"
KIIP_society_205,Society,0,A,A,"### ANSWER  
A"
KIIP_society_206,Society,0,A,A,"### Reasoning
한국의 대학교에서는 학생들의 등록금 부담을 줄이기 위해 **장학금 제도**가 가장 보편적으로 운영되고 있다. 장학금은 학업 성적, 가정 경제 상황 등에 따라 부여되며, 국가나 대학에서 지원하는 주요 재정 지원 수단이다. ""무료 교육 제도""는 현재 한국에서 전면 시행되고 있지 않으며, ""할인 제도""나 ""교육 지원금 제도""는 장학금에 비해 일반적이지 않다.

### ANSWER  
A"
Kedu_15_21,Grammar,0,A,A,"### ANSWER  
A"
Kedu_15_22,Grammar,0,B,,[EMPTY_RESPONSE]
Kedu_15_23,Grammar,0,D,D,"### ANSWER
D"
Kedu_15_24,Grammar,0,B,B,"### ANSWER  
B"
KIIP_society_207,Society,0,C,C,"### ANSWER
C"
KIIP_society_208,Society,0,B,B,"### ANSWER
B"
KIIP_society_209,Society,0,B,B,"### ANSWER
B"
KIIP_society_210,Society,0,B,B,"### ANSWER
B"
KIIP_economy_9,Economy,0,C,C,"### ANSWER
C"
KIIP_economy_10,Economy,0,C,C,"### Reasoning
The question asks about South Korea's primary export goods since the 2000s. Historically, South Korea's economy has been heavily driven by manufacturing and technology sectors. Key exports include semiconductors (e.g., Samsung Electronics), automobiles (Hyundai, Kia), shipbuilding (one of the world's largest), and mobile phones. These align with option C. Option A (textiles) was more relevant in earlier decades but not dominant post-2000s. Option B (raw materials) is incorrect as South Korea imports many of these. Option D is partially related but less specific and comprehensive compared to C, which lists the actual major export categories.

### ANSWER
C"
KIIP_economy_11,Economy,0,D,B,"### ANSWER  
B"
KIIP_economy_12,Economy,0,A,A,"### Reasoning
한국의 주요 무역 파트너를 고려할 때, 중국은 가장 큰 수출 시장이며, 미국이 그 다음입니다. 일본은 역사적으로도 중요한 무역 상대국으로, 최근 데이터에서도 상위에 위치합니다. 영국이나 프랑스는 한국과의 무역 규모가 상대적으로 작습니다. 따라서 중국, 미국, 일본이 가장 많은 무역을 하는 나라들로 적합합니다.

### ANSWER
A"
KIIP_tradition_94,Tradition,0,B,B,"### ANSWER  
B"
KIIP_tradition_95,Tradition,0,D,D,"### ANSWER  
D"
KIIP_tradition_96,Tradition,0,D,D,"### ANSWER
D"
KIIP_tradition_97,Tradition,0,A,A,"### Reasoning
The question asks about the action performed after offering sacrifices to 삼신상 (Samsinang), which refers to the three spirits or deities in Korean shamanic tradition, often associated with childbirth and household protection. In Korean ancestral or shamanic rituals (제사), after making offerings, the standard respectful gesture is bowing (절을 한다) to show reverence. While dancing or singing may occur in specific shamanic ceremonies (굿), the most universally recognized and common practice following a 제사 offering in mainstream Korean tradition is bowing. Sleeping is not a customary ritual action.

### ANSWER  
A"
KIIP_society_211,Society,0,A,A,"### ANSWER
A"
KIIP_society_212,Society,0,C,C,"### ANSWER
C"
KIIP_society_213,Society,0,C,C,"### Reasoning
전문계 고등학교는 한국 교육체계에서 직업 능력 개발과 실무 능력을 중시하는 교육 기관입니다. 이 학교들은 학생들이 특정 직업 분야에서 필요한 기술과 지식을 습득하도록 설계되었으며, 이는 직업 교육(직업 교육)에 해당합니다. 다른 선택지(과학, 예술, 체육)는 일반 고등학교나 특수 목적 고등학교에서 더 강조됩니다.

### ANSWER  
C"
KIIP_society_214,Society,0,A,A,"### Reasoning
The question asks how high schools in South Korea are categorized. The correct classification follows the South Korean education system's official structure, which divides high schools into three main types: general high schools (일반계 고등학교), vocational high schools (전문계 고등학교), and special-purpose high schools (특수목적 고등학교). Option A matches this standard classification. Option B lists subcategories under special-purpose high schools, not the primary categories. Option C refers to administrative operation (public/private), not educational tracks. Option D uses outdated or incomplete terminology (특성화고등학교 is a subset of vocational/specialized schools, not a top-level category).

### ANSWER
A"
KIIP_economy_13,Economy,0,C,C,"### ANSWER
C"
KIIP_economy_14,Economy,0,C,B,"### ANSWER  
B"
KIIP_economy_15,Economy,0,D,D,"### ANSWER  
D"
KIIP_economy_16,Economy,0,A,A,"### Reasoning
한국의 경제 성장은 주로 첨단 기술 개발과 우수한 노동력 확보에 의존해 왔습니다. 자연 자원이 부족한 한국은 자원 개발(B)보다는 교육과 기술 혁신에 집중하였으며, 자본 축적(C)은 성장의 수단이지만 핵심 동력은 아닙니다. 무역 확대(D)는 중요한 요소이지만, 이를 뒷받침하는 근본적인 동력은 첨단 기술과 고급 인력입니다. 따라서 한국의 경제 성장 전략은 우수한 노동력과 첨단 기술 개발(A)에 주력하고 있습니다.

### ANSWER
A"
KIIP_society_215,Society,0,B,B,"### ANSWER  
B"
KIIP_society_216,Society,0,A,A,"### Reasoning
알림장은 한국 학교에서 교사가 학부모와 소통하기 위해 사용하는 도구로, 주로 일상적인 학업 관련 정보를 기록한다. 수업 준비물이나 숙제 등은 교사가 학생의 학습 관리와 부모의 협조를 위해 가장 자주 기록하는 내용이다. 학교 식단, 일정, 행사 정보는 일반적으로 별도의 공지나 홈페이지, 또는 학교 안내문으로 제공되기보다 알림장의 주요 목적은 개별 학생의 학습 관련 사항을 전달하는 것이다. 따라서 가장 적절한 선택지는 A이다.

### ANSWER  
A"
KIIP_society_217,Society,0,A,A,"### Reasoning
The college enrollment rate in South Korea in 1980 was relatively low compared to later decades. Historical data indicates that it was approximately 27% during that year. Options B (70%), C (79%), and D (54%) correspond to rates seen in much later periods (e.g., 54% is closer to the early 1990s, while 70%+ occurred after 2000).

### ANSWER  
A"
KIIP_society_218,Society,0,C,C,"### Reasoning
The question asks for South Korea's college enrollment rate in 2010. Historical data from reliable sources (e.g., OECD, Korean Ministry of Education) indicates that South Korea had one of the highest tertiary enrollment rates globally during that period. In 2010, the rate was approximately 79%, reflecting the country's strong emphasis on higher education. Among the choices, 79% (Option C) aligns with verified statistics, while 70% (Option B) is close but slightly underestimates the actual figure for that specific year.

### ANSWER  
C"
TK_2016_35,Textual,0,D,D,"### ANSWER  
D"
TK_2016_36,Textual,0,C,C,"### Reasoning
The passage focuses on ""고독력"" (ability to handle solitude), emphasizing that it involves enjoying and creatively using time alone. It stresses that developing this ability requires practicing facing loneliness without fear, as failing to accept loneliness can lead to negative outcomes like anger or depression. Among the choices, option C directly captures this core message: cultivating ""고독력"" necessitates practice in accepting loneliness. Other options either overemphasize specific consequences (A, D) or misrepresent the main idea (B).

### ANSWER  
C"
TK_2016_37,Textual,0,B,B,"### ANSWER  
B"
TK_2016_38,Textual,0,B,,[EMPTY_RESPONSE]
KIIP_society_219,Society,0,B,B,"### Reasoning
Option A is incorrect because not all alternative school graduates have their credentials universally recognized in Korea. Option C is false since Korea has a very high university enrollment rate (over 70%), among the highest globally. Option D is inaccurate because some universities offer alternative admissions paths (e.g., early decision, portfolio-based admissions), so the CSAT (수능) is not the *only* way. Option B is correct: Korea is widely recognized for having exceptionally high educational fervor, with intense competition and significant societal emphasis on education, consistently ranking among the highest globally.

### ANSWER  
B"
KIIP_society_220,Society,0,A,A,"### Reasoning
The question asks about institutions of higher education (고등교육기관) in South Korea. Higher education refers to post-secondary levels, which include universities (대학교) and graduate schools (대학원). Options B, C, and D include levels that are not higher education: high schools (고등학교) are secondary education, and middle (중학교) and elementary (초등학교) schools are lower levels. Therefore, the correct choice is A.

### ANSWER
A"
KIIP_society_221,Society,0,A,A,"### Reasoning
Korean universities generally provide comprehensive support for international students to attract and assist them. This includes accommodation (숙소), tuition scholarships or financial aid (학비 지원), and various cultural events or integration programs (각종 문화 행사 등). Options B, C, and D are too narrow, as universities rarely limit support to only one category.

### ANSWER
A"
KIIP_society_222,Society,0,A,A,"### ANSWER  
A"
KIIP_economy_17,Economy,0,A,A,"### Reasoning
한국의 주요 수출 품목 중 2010년대 후반부터 반도체가 가장 높은 비중을 차지하게 되었다. 특히 2018-2019년 기준으로 반도체는 자동차를 제치고 수출의 최상위 품목이었다. 2010년대 전체를 통틀어 가장 비율이 높았던 주요 교역품목은 반도체이다.

### ANSWER
A"
KIIP_economy_18,Economy,0,C,C,"### ANSWER  
C"
KIIP_economy_19,Economy,0,A,A,"### Reasoning
The question asks for the ""세계 3대 시장"" (three major global markets) with which South Korea reduces or eliminates tariffs through trade agreements. South Korea's major free trade agreements (FTAs) that are widely recognized as the three largest are with the United States (KORUS FTA), the European Union (Korea-EU FTA), and China (China-Korea FTA). These three represent the most significant markets where tariff reductions are applied. Option A correctly lists 미국 (US), 중국 (China), and EU. Other options either include Japan (which does not have a comprehensive FTA with Korea) or exclude one of these key partners.

### ANSWER  
A"
KIIP_economy_20,Economy,0,B,B,"### ANSWER
B"
KIIP_tradition_98,Tradition,0,A,A,"### ANSWER  
A"
KIIP_tradition_99,Tradition,0,D,D,"### ANSWER  
D"
KIIP_tradition_100,Tradition,0,C,C,"### ANSWER
C"
KIIP_tradition_101,Tradition,0,A,A,"### ANSWER  
A"
KIIP_society_223,Society,0,D,D,"### ANSWER
D"
KIIP_society_224,Society,0,B,B,"### Reasoning
한국의 교육제도에서 초등학교와 중학교는 의무교육에 해당합니다. 의무교육 기관으로서 특정 시험, 면접, 논술 시험 등을 거치지 않고 거주지에 따라 자동으로 입학이 이루어집니다. 따라서 특별한 시험 없이 입학하는 것이 정해진 제도입니다.

### ANSWER  
B"
KIIP_society_225,Society,0,C,C,"### ANSWER
C"
KIIP_society_226,Society,0,B,B,"### ANSWER  
B"
KIIP_economy_21,Economy,0,B,B,"### Reasoning  
The question asks which economic cooperation meeting was held in South Korea in 2005.  
- **APEC (Asia-Pacific Economic Cooperation)** summits are hosted by member economies in rotation. South Korea hosted the **2005 APEC Economic Leaders' Meeting** in Busan.  
- ASEM (Asia-Europe Meeting) had summits in different years, but not in Korea in 2005.  
- The G20 Leaders' Summit began in 2008, so it did not exist in 2005.  
- ASEAN is a regional organization focused on Southeast Asia and does not typically hold major summits in South Korea.  
Thus, the correct answer is **B**.

### ANSWER  
B"
KIIP_economy_22,Economy,0,C,C,"### ANSWER  
C"
KIIP_economy_23,Economy,0,C,D,"### ANSWER
D"
KIIP_economy_24,Economy,0,B,B,"### ANSWER  
B"
KHB_66_15,History,0,C,C,"### ANSWER  
C"
KHB_66_16,History,0,C,A,"### Reasoning  
The question asks which description correctly matches a historical figure, specifically referencing Choi Young (최영) mentioned in the dialogue about the Yodong campaign. Choi Young was a prominent Goryeo general in the 14th century. Among the choices:  
- **A** refers to acquiring the Gangdong Six Prefectures. Historically, Choi Young led the 1356 campaign to reclaim these territories from Yuan control, making this accurate.  
- **B** (Thunder Crash Bomb) is attributed to earlier periods or other figures, not Choi Young.  
- **C** (Hwangsan victory) is linked to later figures like Kim Bang-gyeong (1380), not Choi Young.  
- **D** (Maeso Fortress) relates to Red Turban campaigns where Choi Young faced criticism for failures, not victories.  

Thus, only **A** aligns with verified historical achievements of Choi Young.  

### ANSWER  
A"
KHB_66_17,History,0,B,D,"### ANSWER  
D"
KHB_66_18,History,0,A,,[EMPTY_RESPONSE]
Kedu_15_25,Grammar,0,C,C,"### Reasoning
The question asks which statement about 인용절 (quotation clauses) is correct.  

- **Option A** is incorrect because 직접 인용 표지 ‘(이)라고’ is not a 부사형 어미 (adverbial ending); it is a 접속 어미 (connective ending) used to link quoted speech.  
- **Option B** is incorrect because 의성어 (onomatopoeia) in quotation typically uses 직접 인용, but it is not exclusively restricted to ‘(이)라고’; other structures may apply depending on context.  
- **Option C** is correct because 간접 인용절 (indirect quotation) cannot retain 감탄형 종결 어미 (exclamatory endings like -구나, -아라). Indirect quotations require converting the quoted content into a declarative form (e.g., -다고, -냐고), making exclamatory endings grammatically invalid.  
- **Option D** is incorrect because 직접 인용절 preserves the original speaker’s perspective, including 인칭 대명사 and 시간 표현 (e.g., ""나는 내일"" remains unchanged in direct quotes). Changes occur only in 간접 인용절.  

Thus, the only accurate statement is **C**.

### ANSWER  
C"
Kedu_15_26,Grammar,0,B,D,"### ANSWER
D"
Kedu_15_27,Grammar,0,D,D,"### ANSWER  
D"
Kedu_15_28,Grammar,0,C,,[EMPTY_RESPONSE]
KIIP_society_227,Society,0,A,A,"### Reasoning
The question asks about processes for university admission in South Korea **besides the Su-neung** (수능), which is the national college entrance exam. In Korean university admissions, institutions often require additional evaluations such as interviews, essays, and personal statements to assess candidates holistically. 

- Option A (""면접, 논술 등"") directly refers to interviews, essays, etc., which are standard supplementary requirements for many Korean universities.
- Options B, C, and D list English proficiency tests (TOEIC, TOEFL, IELTS) or international exams (GRE, GMAT, SAT). These are typically used for specific programs (e.g., English-track courses or graduate studies) but are **not universal requirements** for general undergraduate admission in Korea.

Thus, the most accurate and broadly applicable answer is A.

### ANSWER  
A"
KIIP_society_228,Society,0,B,C,"### ANSWER
C"
KIIP_society_229,Society,0,B,A,"### Reasoning
한국의 고등학교 이수 비율이 높은 주된 이유는 전통적으로 교육에 대한 열정과 사회적 중요성이 크기 때문입니다. 한국에서는 교육이 개인의 미래와 사회적 성공에 직결된다고 여겨지며, 특히 대학 진학을 위한 준비 단계로 고등학교 교육이 필수적으로 간주됩니다. 고등학교 교육은 의무 교육이 아니지만(의무교육은 초중등학까지), 사회적 기대와 교육열이 높아 이수율이 높습니다. 따라서 ""교육열이 높아서""가 가장 적절한 답변입니다.

### ANSWER  
A"
KIIP_society_230,Society,0,B,B,"### Reasoning
In South Korea, the compulsory education system covers 6 years of elementary school (초등학교) and 3 years of middle school (중학교), totaling 9 years. High school (고등학교) is not part of compulsory education; it is optional, meaning students choose to attend after completing middle school. Among the choices, ""선택 교육"" (elective/optional education) correctly describes high school in this context.

### ANSWER  
B"
KIIP_society_231,Society,0,A,A,"### ANSWER  
A"
KIIP_society_232,Society,0,C,C,"### ANSWER
C"
KIIP_society_233,Society,0,B,B,"### ANSWER
B"
KIIP_society_234,Society,0,D,D,"### ANSWER
D"
KIIP_economy_25,Economy,0,A,A,"### ANSWER  
A"
KIIP_economy_26,Economy,0,C,D,"### Reasoning
한국은 경제 발전을 인정받아 OECD 개발원조위원회(DAC) 회원국이 되었다. DAC는 주요 원조 도나 국가로 구성되며, 한국은 2010년에 공식 회원국으로 인정받았다. 이 정보는 OECD의 공식 기록과 일치하며, 다른 연도와는 차이가 있다.

### ANSWER  
D"
KIIP_economy_27,Economy,0,A,A,"### Reasoning
한국의 해외개발원조(ODA) 정책은 주로 경제적 어려움을 겪고 있는 개발도상국을 지원하는 데 초점을 맞추고 있습니다. 한국 정부는 과거에 지원을 받은 경험을 바탕으로 경제 성장이 필요한 나라들에 교육, 인프라, 기술 협력을 우선적으로 제공하고 있습니다. 군사적 약점, 인구 규모, 자원 풍부성보다는 **경제적 어려움**이 지원의 주요 기준입니다.

### ANSWER  
A"
KIIP_economy_28,Economy,0,D,D,"### Reasoning
The question asks which financial institution a person dissatisfied with commercial bank (시중은행) interest rates can use. In South Korea, 상호저축은행 (mutual savings banks) are non-bank financial institutions specifically designed to offer competitive interest rates, often higher than those of traditional banks, to attract individual savers and small businesses. While 농협 (A) and 수협 (B) serve agricultural and fisheries sectors and 우체국 (C) offers postal savings, they typically provide more standardized or sector-specific rates that may not consistently outperform commercial banks. 상호저축은행 is the primary alternative for higher-rate savings products.

### ANSWER  
D"
PSAT_20_12,Law,0,B,B,"### ANSWER
B"
